path,label,camera,filename,split
../../data/non_violent/cam2/58.mp4,non_attack,cam2,58.mp4,train
../../data/violent/cam1/22.mp4,attack,cam1,22.mp4,train
../../data/non_violent/cam2/39.mp4,non_attack,cam2,39.mp4,train
../../data/non_violent/cam2/54.mp4,non_attack,cam2,54.mp4,train
../../data/violent/cam2/113.mp4,attack,cam2,113.mp4,train
../../data/violent/cam2/76.mp4,attack,cam2,76.mp4,train
../../data/violent/cam1/77.mp4,attack,cam1,77.mp4,train
../../data/non_violent/cam1/17.mp4,non_attack,cam1,17.mp4,train
../../data/violent/cam2/46.mp4,attack,cam2,46.mp4,train
../../data/non_violent/cam1/1.mp4,non_attack,cam1,1.mp4,train
../../data/violent/cam1/37.mp4,attack,cam1,37.mp4,train
../../data/non_violent/cam1/47.mp4,non_attack,cam1,47.mp4,train
../../data/non_violent/cam2/56.mp4,non_attack,cam2,56.mp4,train
../../data/violent/cam2/83.mp4,attack,cam2,83.mp4,train
../../data/violent/cam2/73.mp4,attack,cam2,73.mp4,train
../../data/violent/cam1/47.mp4,attack,cam1,47.mp4,train
../../data/violent/cam2/3.mp4,attack,cam2,3.mp4,train
../../data/non_violent/cam2/30.mp4,non_attack,cam2,30.mp4,train
../../data/violent/cam2/78.mp4,attack,cam2,78.mp4,train
../../data/violent/cam2/98.mp4,attack,cam2,98.mp4,train
../../data/non_violent/cam1/37.mp4,non_attack,cam1,37.mp4,train
../../data/non_violent/cam2/41.mp4,non_attack,cam2,41.mp4,train
../../data/non_violent/cam1/36.mp4,non_attack,cam1,36.mp4,train
../../data/violent/cam1/78.mp4,attack,cam1,78.mp4,train
../../data/violent/cam2/16.mp4,attack,cam2,16.mp4,train
../../data/non_violent/cam2/29.mp4,non_attack,cam2,29.mp4,train
../../data/non_violent/cam2/21.mp4,non_attack,cam2,21.mp4,train
../../data/non_violent/cam2/50.mp4,non_attack,cam2,50.mp4,train
../../data/non_violent/cam1/57.mp4,non_attack,cam1,57.mp4,train
../../data/violent/cam2/115.mp4,attack,cam2,115.mp4,train
../../data/violent/cam2/1.mp4,attack,cam2,1.mp4,train
../../data/violent/cam2/65.mp4,attack,cam2,65.mp4,train
../../data/violent/cam2/26.mp4,attack,cam2,26.mp4,train
../../data/violent/cam1/95.mp4,attack,cam1,95.mp4,train
../../data/non_violent/cam2/57.mp4,non_attack,cam2,57.mp4,train
../../data/non_violent/cam1/48.mp4,non_attack,cam1,48.mp4,train
../../data/non_violent/cam1/24.mp4,non_attack,cam1,24.mp4,train
../../data/violent/cam2/2.mp4,attack,cam2,2.mp4,train
../../data/violent/cam2/4.mp4,attack,cam2,4.mp4,train
../../data/violent/cam1/40.mp4,attack,cam1,40.mp4,train
../../data/violent/cam2/64.mp4,attack,cam2,64.mp4,train
../../data/violent/cam1/94.mp4,attack,cam1,94.mp4,train
../../data/violent/cam2/35.mp4,attack,cam2,35.mp4,train
../../data/violent/cam1/12.mp4,attack,cam1,12.mp4,train
../../data/violent/cam2/114.mp4,attack,cam2,114.mp4,train
../../data/violent/cam1/46.mp4,attack,cam1,46.mp4,train
../../data/violent/cam1/29.mp4,attack,cam1,29.mp4,train
../../data/violent/cam1/69.mp4,attack,cam1,69.mp4,train
../../data/violent/cam1/51.mp4,attack,cam1,51.mp4,train
../../data/violent/cam2/43.mp4,attack,cam2,43.mp4,train
../../data/non_violent/cam1/4.mp4,non_attack,cam1,4.mp4,train
../../data/violent/cam1/61.mp4,attack,cam1,61.mp4,train
../../data/non_violent/cam1/40.mp4,non_attack,cam1,40.mp4,train
../../data/non_violent/cam1/60.mp4,non_attack,cam1,60.mp4,train
../../data/violent/cam1/19.mp4,attack,cam1,19.mp4,train
../../data/violent/cam1/64.mp4,attack,cam1,64.mp4,train
../../data/violent/cam1/86.mp4,attack,cam1,86.mp4,train
../../data/violent/cam2/103.mp4,attack,cam2,103.mp4,train
../../data/violent/cam2/81.mp4,attack,cam2,81.mp4,train
../../data/violent/cam1/16.mp4,attack,cam1,16.mp4,train
../../data/non_violent/cam1/39.mp4,non_attack,cam1,39.mp4,train
../../data/violent/cam1/11.mp4,attack,cam1,11.mp4,train
../../data/violent/cam2/71.mp4,attack,cam2,71.mp4,train
../../data/non_violent/cam1/52.mp4,non_attack,cam1,52.mp4,train
../../data/non_violent/cam1/23.mp4,non_attack,cam1,23.mp4,train
../../data/non_violent/cam1/53.mp4,non_attack,cam1,53.mp4,train
../../data/violent/cam1/27.mp4,attack,cam1,27.mp4,train
../../data/non_violent/cam2/51.mp4,non_attack,cam2,51.mp4,train
../../data/violent/cam2/74.mp4,attack,cam2,74.mp4,train
../../data/violent/cam2/57.mp4,attack,cam2,57.mp4,train
../../data/violent/cam1/97.mp4,attack,cam1,97.mp4,train
../../data/non_violent/cam1/10.mp4,non_attack,cam1,10.mp4,train
../../data/non_violent/cam2/49.mp4,non_attack,cam2,49.mp4,train
../../data/violent/cam1/55.mp4,attack,cam1,55.mp4,train
../../data/violent/cam2/96.mp4,attack,cam2,96.mp4,train
../../data/non_violent/cam2/18.mp4,non_attack,cam2,18.mp4,train
../../data/violent/cam1/96.mp4,attack,cam1,96.mp4,train
../../data/violent/cam1/43.mp4,attack,cam1,43.mp4,train
../../data/non_violent/cam2/14.mp4,non_attack,cam2,14.mp4,train
../../data/non_violent/cam2/48.mp4,non_attack,cam2,48.mp4,train
../../data/non_violent/cam1/27.mp4,non_attack,cam1,27.mp4,train
../../data/violent/cam2/72.mp4,attack,cam2,72.mp4,train
../../data/non_violent/cam2/32.mp4,non_attack,cam2,32.mp4,train
../../data/violent/cam1/20.mp4,attack,cam1,20.mp4,train
../../data/non_violent/cam2/28.mp4,non_attack,cam2,28.mp4,train
../../data/violent/cam1/85.mp4,attack,cam1,85.mp4,train
../../data/violent/cam1/52.mp4,attack,cam1,52.mp4,train
../../data/violent/cam1/1.mp4,attack,cam1,1.mp4,train
../../data/violent/cam1/108.mp4,attack,cam1,108.mp4,train
../../data/violent/cam2/104.mp4,attack,cam2,104.mp4,train
../../data/violent/cam1/84.mp4,attack,cam1,84.mp4,train
../../data/non_violent/cam1/26.mp4,non_attack,cam1,26.mp4,train
../../data/non_violent/cam2/16.mp4,non_attack,cam2,16.mp4,train
../../data/violent/cam1/101.mp4,attack,cam1,101.mp4,train
../../data/violent/cam2/30.mp4,attack,cam2,30.mp4,train
../../data/violent/cam1/115.mp4,attack,cam1,115.mp4,train
../../data/violent/cam1/73.mp4,attack,cam1,73.mp4,train
../../data/violent/cam2/53.mp4,attack,cam2,53.mp4,train
../../data/violent/cam2/23.mp4,attack,cam2,23.mp4,train
../../data/violent/cam1/8.mp4,attack,cam1,8.mp4,train
../../data/violent/cam1/70.mp4,attack,cam1,70.mp4,train
../../data/non_violent/cam2/23.mp4,non_attack,cam2,23.mp4,train
../../data/violent/cam2/41.mp4,attack,cam2,41.mp4,train
../../data/violent/cam2/22.mp4,attack,cam2,22.mp4,train
../../data/violent/cam2/28.mp4,attack,cam2,28.mp4,train
../../data/non_violent/cam2/55.mp4,non_attack,cam2,55.mp4,train
../../data/violent/cam1/74.mp4,attack,cam1,74.mp4,train
../../data/violent/cam1/28.mp4,attack,cam1,28.mp4,train
../../data/violent/cam1/75.mp4,attack,cam1,75.mp4,train
../../data/violent/cam2/110.mp4,attack,cam2,110.mp4,train
../../data/violent/cam1/39.mp4,attack,cam1,39.mp4,train
../../data/non_violent/cam1/7.mp4,non_attack,cam1,7.mp4,train
../../data/non_violent/cam1/2.mp4,non_attack,cam1,2.mp4,train
../../data/violent/cam1/71.mp4,attack,cam1,71.mp4,train
../../data/non_violent/cam2/22.mp4,non_attack,cam2,22.mp4,train
../../data/violent/cam2/97.mp4,attack,cam2,97.mp4,train
../../data/violent/cam1/30.mp4,attack,cam1,30.mp4,train
../../data/violent/cam2/111.mp4,attack,cam2,111.mp4,train
../../data/violent/cam2/18.mp4,attack,cam2,18.mp4,train
../../data/violent/cam1/90.mp4,attack,cam1,90.mp4,train
../../data/violent/cam2/52.mp4,attack,cam2,52.mp4,train
../../data/non_violent/cam1/59.mp4,non_attack,cam1,59.mp4,train
../../data/non_violent/cam1/44.mp4,non_attack,cam1,44.mp4,train
../../data/violent/cam2/90.mp4,attack,cam2,90.mp4,train
../../data/violent/cam2/59.mp4,attack,cam2,59.mp4,train
../../data/violent/cam2/48.mp4,attack,cam2,48.mp4,train
../../data/violent/cam2/13.mp4,attack,cam2,13.mp4,train
../../data/violent/cam1/36.mp4,attack,cam1,36.mp4,train
../../data/violent/cam1/2.mp4,attack,cam1,2.mp4,train
../../data/violent/cam2/11.mp4,attack,cam2,11.mp4,train
../../data/violent/cam2/84.mp4,attack,cam2,84.mp4,train
../../data/non_violent/cam1/6.mp4,non_attack,cam1,6.mp4,train
../../data/violent/cam2/12.mp4,attack,cam2,12.mp4,train
../../data/violent/cam1/107.mp4,attack,cam1,107.mp4,train
../../data/non_violent/cam1/20.mp4,non_attack,cam1,20.mp4,train
../../data/violent/cam2/37.mp4,attack,cam2,37.mp4,train
../../data/violent/cam2/56.mp4,attack,cam2,56.mp4,train
../../data/violent/cam2/60.mp4,attack,cam2,60.mp4,train
../../data/violent/cam2/47.mp4,attack,cam2,47.mp4,train
../../data/violent/cam1/54.mp4,attack,cam1,54.mp4,train
../../data/violent/cam1/38.mp4,attack,cam1,38.mp4,train
../../data/non_violent/cam2/37.mp4,non_attack,cam2,37.mp4,train
../../data/violent/cam2/7.mp4,attack,cam2,7.mp4,train
../../data/non_violent/cam2/15.mp4,non_attack,cam2,15.mp4,train
../../data/non_violent/cam1/21.mp4,non_attack,cam1,21.mp4,train
../../data/violent/cam2/10.mp4,attack,cam2,10.mp4,train
../../data/violent/cam1/98.mp4,attack,cam1,98.mp4,train
../../data/violent/cam2/69.mp4,attack,cam2,69.mp4,train
../../data/non_violent/cam2/4.mp4,non_attack,cam2,4.mp4,train
../../data/violent/cam2/15.mp4,attack,cam2,15.mp4,train
../../data/violent/cam1/34.mp4,attack,cam1,34.mp4,train
../../data/violent/cam1/79.mp4,attack,cam1,79.mp4,train
../../data/non_violent/cam2/31.mp4,non_attack,cam2,31.mp4,train
../../data/non_violent/cam2/42.mp4,non_attack,cam2,42.mp4,train
../../data/violent/cam2/108.mp4,attack,cam2,108.mp4,train
../../data/violent/cam1/53.mp4,attack,cam1,53.mp4,train
../../data/non_violent/cam1/15.mp4,non_attack,cam1,15.mp4,train
../../data/violent/cam1/113.mp4,attack,cam1,113.mp4,train
../../data/non_violent/cam1/12.mp4,non_attack,cam1,12.mp4,train
../../data/violent/cam2/36.mp4,attack,cam2,36.mp4,train
../../data/violent/cam1/109.mp4,attack,cam1,109.mp4,train
../../data/non_violent/cam2/35.mp4,non_attack,cam2,35.mp4,train
../../data/violent/cam2/77.mp4,attack,cam2,77.mp4,train
../../data/violent/cam1/6.mp4,attack,cam1,6.mp4,train
../../data/violent/cam2/79.mp4,attack,cam2,79.mp4,train
../../data/violent/cam1/14.mp4,attack,cam1,14.mp4,train
../../data/violent/cam2/6.mp4,attack,cam2,6.mp4,train
../../data/violent/cam1/81.mp4,attack,cam1,81.mp4,train
../../data/violent/cam2/63.mp4,attack,cam2,63.mp4,train
../../data/violent/cam2/5.mp4,attack,cam2,5.mp4,train
../../data/non_violent/cam1/46.mp4,non_attack,cam1,46.mp4,train
../../data/violent/cam1/112.mp4,attack,cam1,112.mp4,train
../../data/violent/cam2/105.mp4,attack,cam2,105.mp4,train
../../data/violent/cam1/111.mp4,attack,cam1,111.mp4,train
../../data/non_violent/cam2/40.mp4,non_attack,cam2,40.mp4,train
../../data/violent/cam2/89.mp4,attack,cam2,89.mp4,train
../../data/non_violent/cam2/43.mp4,non_attack,cam2,43.mp4,train
../../data/violent/cam1/60.mp4,attack,cam1,60.mp4,train
../../data/violent/cam1/67.mp4,attack,cam1,67.mp4,train
../../data/violent/cam2/75.mp4,attack,cam2,75.mp4,train
../../data/violent/cam1/103.mp4,attack,cam1,103.mp4,train
../../data/violent/cam2/95.mp4,attack,cam2,95.mp4,train
../../data/violent/cam1/7.mp4,attack,cam1,7.mp4,train
